image_path,content_hash,perceptual_hash,duplicate_group_id,match_type,minimum_hamming_distance,review_status,recommended_review_action
datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,8d96403fbfbf88202c1745097350b798ae4e237ab15f33ce1a8d496ff4c3c23f,c34c4dc9f37efbcf,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,80838ac34c4c8181,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,0cc76d7120d171b3b7cc9e2f9165d339c95d0ea4ab206d74b11ea316670e7660,6e26e3e226014183,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.jpg,d97178104bbf69646295f00c7b475144bd7d361da3d0452bdb9e37d2d0d9ac9e,b0fcf8f1f9ff776b,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,4d98f6ce35bd59717affb701e349b63996367ae57d82d8e49c040f13bc131f76,39b3633c3c8e83c9,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.jpg,36d235de6aadb292f5f563b3339aade175d3e3f3ab1abd4cf180ee21c29b5fc3,d6f06f6fe4243dbd,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,569befdb79ab3e845e7d02c29c9598ed098efe35de0a7d7040255e38b5e1b9b5,432321071f5a5246,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,3e4eade99f3b66159ace6bfc698e26ca668540daba1431041017b5d527f38691,e525310f0e07a3e7,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,f26fc7ffaadb103ad72b9c2f0aea64c2209ae28cdfd3d4c9dc7f8e5356daaac2,3f253518ceec770f,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,2a408f7058dbd01682727e74fc664b67803bc2f356da3e9dddf394260f2da3b6,73e39c74e76730cc,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2434_jpeg_jpg.rf.8b20d3270d4fbc497c64125273f46ecb.jpg,68df730c7182100fde90004ee56c505bce09999f70bd944f49dbffa5b3588d0c,1b13075f9e1a9f3f,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2446_jpeg_jpg.rf.06ee05e92df8e3c33073147d8f595211.jpg,666d9c5eff1368774219001777a7bdb5aecf306045b62e582bbfbe7828539d73,47060002c6030383,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2448_jpeg_jpg.rf.28ce79dab47ad525751d5407be09bc3d.jpg,fe3a935417a7c0aa7266b6ff86c8c25da3621f4c75908d14bd67e2f55e8bef8d,e321030c40e2f307,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2450_jpeg_jpg.rf.ff673921373de3bfc275863e3befeefe.jpg,f701583475fb953a3c15f1fcde55f5e28f848ce319cadf74cae2e4879819023c,0c0c2c1e258d8146,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2465_jpeg_jpg.rf.7e699ec1d2e373d93dac32cd02db9438.jpg,a8149617537830e68a6b24ba60215acb9d8677955ee4f440f043e21f89248c73,a139a4ade3c2c6e6,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2466_jpeg_jpg.rf.53886abb9947ec4e47405957b30fe314.jpg,b12927d01f7e2533ebf4d352c92f466dae77f53efea6d9e3a5df2fb2bd77766e,ff9ffbfbf6b6779e,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2468_jpeg_jpg.rf.c933cc14c99b11a90413a1490d4556db.jpg,39a51c607ec763069e62af82952acbbdae6d98b6a55bf9ac675d9662d75f7fee,86de9839ca93786c,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2470_jpeg_jpg.rf.75b359c8baa6866bfecf07a0e4e8c33d.jpg,ee950af45734e7ed2fed5ac16209898c14e26a17e0d93523ade6a07d52f750fb,28282d2d25330b0c,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2473_jpeg_jpg.rf.6284677f9c781b0cfeec54981a17d573.jpg,dc5acfb9597b70ab5aed4fd28ba59a87c55b94891bfd93a2d1dbc31ffdb10e34,82cecc4cc39f1b43,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2477_jpeg_jpg.rf.7b2692f142d53c16ad477065f1f8ae6d.jpg,c26eff17d29ed59362285a77fa8082ab62885e37f8f8831d7c0d4659c5377194,f0f9f2c5594986c0,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2496_jpeg_jpg.rf.3f91e7f18502074c89fa720a11926fab.jpg,5b3781fb9240794b479b3949cf63436b9d4379b7a33e45c4dcbf9e960c37e9e9,3012181081062518,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2499_jpeg_jpg.rf.6cbab3719b9063388b5ab3ab826d7bd3.jpg,1570adfddea32b4496decc7d6ef79d49069de86553dd2f6112a0cc40cdca77c1,1f67640347cde5f3,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2514_jpeg_jpg.rf.6ccb3859d75fc5cfe053b1c1474254b2.jpg,0974e5584fe5ed612a319aa46a32679a20a675c0a8a52edec55c8e1edb81d3b7,040c06010915470c,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2526_jpeg_jpg.rf.003e1d1d41bcd204df731b85cea68781.jpg,b46802f0c1c990dec9071130fa1045a88221dfb7bd2ee2bfe8ff2883e46c9840,f9316383162e2cc3,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2532_jpeg_jpg.rf.2afeb76e5d9372dbbd6fbc53d5b75675.jpg,d983f621259f96b10d3869d7006a6c62f4e6c04ca783ca461a6a47038b0a8efb,349cbd263a3f311c,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2544_jpeg_jpg.rf.03f51bb9e1c57fb9cd62f8cbdca14e90.jpg,cecc8f0186104ebfe872e9164132b3ca7638c3568db4de0109824b810082f9bf,65698a334d6c7cb2,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2547_jpeg_jpg.rf.9406b6f1a9fad2292c4abd28f712baaf.jpg,9aad5cde962c7afc19676e46424ef84d4136c0701b6e8f64621ba5b4d8bd14a1,486061619880380d,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2574_jpeg_jpg.rf.ca0c3ad32384309a61e92d9a8bef87b9.jpg,41c2b96beca24b23499c62f0b0a47cff1dcd7ccd10e0c14dbb98189044473812,7070781b7378c0c6,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2582_jpeg_jpg.rf.14f175066ce74b470bf31fa0c7a096cd.jpg,7e9f4a3231b7a953bd3f6eea5df8efd75b9b6d6ba8f7359630c73ae27e84f490,18941b1a5771f0e3,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2588_jpeg_jpg.rf.cb9cea8f05891cfd55a3e93f2908201f.jpg,5fe2a13d139d09f1173c4de2bbb4d3e4a7dca56283416736056ffe2e8e6906fe,030a59db73311788,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2630_jpeg_jpg.rf.310f0c986a72be46b80ce31c2d00e46d.jpg,c339f7825a124a1a56ddfd8b9def9bee3b08712f60d6435ad1e05b489d919357,8d0808098b612723,,unique,,not_applicable,none
datasets/raw/aquarium/export/test/images/IMG_2632_jpeg_jpg.rf.f44037edca490b16cbf06427e28ea946.jpg,ebf1dd2ed8401d61cd292e56adde69f688a2b469bb4710783b7d8a04f40dfc10,c6e7df0e181a951d,,unique,,not_applicable,none
