image_path,label_path,content_hash,perceptual_hash,source_group_id,image_width,image_height,classes_present,object_count,split,inclusion_status
datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,datasets/raw/aquarium/export/test/labels/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.txt,8d96403fbfbf88202c1745097350b798ae4e237ab15f33ce1a8d496ff4c3c23f,c34c4dc9f37efbcf,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,datasets/raw/aquarium/export/test/labels/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.txt,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,80838ac34c4c8181,reviewed-scene-penguin-rock-pool,768,1024,penguin,23,train,included
datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,datasets/raw/aquarium/export/test/labels/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.txt,0cc76d7120d171b3b7cc9e2f9165d339c95d0ea4ab206d74b11ea316670e7660,6e26e3e226014183,reviewed-scene-penguin-rock-pool,768,1024,penguin,8,train,included
datasets/raw/aquarium/export/test/images/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.jpg,datasets/raw/aquarium/export/test/labels/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.txt,d97178104bbf69646295f00c7b475144bd7d361da3d0452bdb9e37d2d0d9ac9e,b0fcf8f1f9ff776b,reviewed-scene-penguin-rock-pool,768,1024,penguin,2,train,included
datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,datasets/raw/aquarium/export/test/labels/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.txt,4d98f6ce35bd59717affb701e349b63996367ae57d82d8e49c040f13bc131f76,39b3633c3c8e83c9,reviewed-scene-penguin-rock-pool,768,1024,penguin,5,train,included
datasets/raw/aquarium/export/test/images/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.jpg,datasets/raw/aquarium/export/test/labels/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.txt,36d235de6aadb292f5f563b3339aade175d3e3f3ab1abd4cf180ee21c29b5fc3,d6f06f6fe4243dbd,reviewed-scene-dark-rock-starfish,768,1024,fish,4,train,included
datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.txt,569befdb79ab3e845e7d02c29c9598ed098efe35de0a7d7040255e38b5e1b9b5,432321071f5a5246,reviewed-scene-dark-rock-starfish,768,1024,fish,1,train,included
datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,datasets/raw/aquarium/export/test/labels/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.txt,3e4eade99f3b66159ace6bfc698e26ca668540daba1431041017b5d527f38691,e525310f0e07a3e7,reviewed-scene-dark-rock-starfish,768,1024,fish,1,train,included
datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,datasets/raw/aquarium/export/test/labels/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.txt,f26fc7ffaadb103ad72b9c2f0aea64c2209ae28cdfd3d4c9dc7f8e5356daaac2,3f253518ceec770f,reviewed-scene-dark-rock-starfish,768,1024,starfish,1,train,included
datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,datasets/raw/aquarium/export/test/labels/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.txt,2a408f7058dbd01682727e74fc664b67803bc2f356da3e9dddf394260f2da3b6,73e39c74e76730cc,reviewed-scene-tropical-coral,768,1024,fish,8,train,included
datasets/raw/aquarium/export/test/images/IMG_2434_jpeg_jpg.rf.8b20d3270d4fbc497c64125273f46ecb.jpg,datasets/raw/aquarium/export/test/labels/IMG_2434_jpeg_jpg.rf.8b20d3270d4fbc497c64125273f46ecb.txt,68df730c7182100fde90004ee56c505bce09999f70bd944f49dbffa5b3588d0c,1b13075f9e1a9f3f,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark,4,train,included
datasets/raw/aquarium/export/test/images/IMG_2446_jpeg_jpg.rf.06ee05e92df8e3c33073147d8f595211.jpg,datasets/raw/aquarium/export/test/labels/IMG_2446_jpeg_jpg.rf.06ee05e92df8e3c33073147d8f595211.txt,666d9c5eff1368774219001777a7bdb5aecf306045b62e582bbfbe7828539d73,47060002c6030383,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark,8,train,included
datasets/raw/aquarium/export/test/images/IMG_2448_jpeg_jpg.rf.28ce79dab47ad525751d5407be09bc3d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2448_jpeg_jpg.rf.28ce79dab47ad525751d5407be09bc3d.txt,fe3a935417a7c0aa7266b6ff86c8c25da3621f4c75908d14bd67e2f55e8bef8d,e321030c40e2f307,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark,15,train,included
datasets/raw/aquarium/export/test/images/IMG_2450_jpeg_jpg.rf.ff673921373de3bfc275863e3befeefe.jpg,datasets/raw/aquarium/export/test/labels/IMG_2450_jpeg_jpg.rf.ff673921373de3bfc275863e3befeefe.txt,f701583475fb953a3c15f1fcde55f5e28f848ce319cadf74cae2e4879819023c,0c0c2c1e258d8146,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark,19,train,included
datasets/raw/aquarium/export/test/images/IMG_2465_jpeg_jpg.rf.7e699ec1d2e373d93dac32cd02db9438.jpg,datasets/raw/aquarium/export/test/labels/IMG_2465_jpeg_jpg.rf.7e699ec1d2e373d93dac32cd02db9438.txt,a8149617537830e68a6b24ba60215acb9d8677955ee4f440f043e21f89248c73,a139a4ade3c2c6e6,reviewed-scene-orange-jellyfish,768,1024,jellyfish,17,train,included
datasets/raw/aquarium/export/test/images/IMG_2466_jpeg_jpg.rf.53886abb9947ec4e47405957b30fe314.jpg,datasets/raw/aquarium/export/test/labels/IMG_2466_jpeg_jpg.rf.53886abb9947ec4e47405957b30fe314.txt,b12927d01f7e2533ebf4d352c92f466dae77f53efea6d9e3a5df2fb2bd77766e,ff9ffbfbf6b6779e,reviewed-scene-orange-jellyfish,768,1024,jellyfish,6,train,included
datasets/raw/aquarium/export/test/images/IMG_2468_jpeg_jpg.rf.c933cc14c99b11a90413a1490d4556db.jpg,datasets/raw/aquarium/export/test/labels/IMG_2468_jpeg_jpg.rf.c933cc14c99b11a90413a1490d4556db.txt,39a51c607ec763069e62af82952acbbdae6d98b6a55bf9ac675d9662d75f7fee,86de9839ca93786c,reviewed-scene-orange-jellyfish,768,1024,jellyfish,8,train,included
datasets/raw/aquarium/export/test/images/IMG_2470_jpeg_jpg.rf.75b359c8baa6866bfecf07a0e4e8c33d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2470_jpeg_jpg.rf.75b359c8baa6866bfecf07a0e4e8c33d.txt,ee950af45734e7ed2fed5ac16209898c14e26a17e0d93523ade6a07d52f750fb,28282d2d25330b0c,reviewed-scene-orange-jellyfish,768,1024,jellyfish,17,train,included
datasets/raw/aquarium/export/test/images/IMG_2473_jpeg_jpg.rf.6284677f9c781b0cfeec54981a17d573.jpg,datasets/raw/aquarium/export/test/labels/IMG_2473_jpeg_jpg.rf.6284677f9c781b0cfeec54981a17d573.txt,dc5acfb9597b70ab5aed4fd28ba59a87c55b94891bfd93a2d1dbc31ffdb10e34,82cecc4cc39f1b43,reviewed-scene-orange-jellyfish,768,1024,jellyfish,4,train,included
datasets/raw/aquarium/export/test/images/IMG_2477_jpeg_jpg.rf.7b2692f142d53c16ad477065f1f8ae6d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2477_jpeg_jpg.rf.7b2692f142d53c16ad477065f1f8ae6d.txt,c26eff17d29ed59362285a77fa8082ab62885e37f8f8831d7c0d4659c5377194,f0f9f2c5594986c0,reviewed-scene-orange-jellyfish,768,1024,jellyfish,6,train,included
datasets/raw/aquarium/export/test/images/IMG_2496_jpeg_jpg.rf.3f91e7f18502074c89fa720a11926fab.jpg,datasets/raw/aquarium/export/test/labels/IMG_2496_jpeg_jpg.rf.3f91e7f18502074c89fa720a11926fab.txt,5b3781fb9240794b479b3949cf63436b9d4379b7a33e45c4dcbf9e960c37e9e9,3012181081062518,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark;stingray,10,train,included
datasets/raw/aquarium/export/test/images/IMG_2499_jpeg_jpg.rf.6cbab3719b9063388b5ab3ab826d7bd3.jpg,datasets/raw/aquarium/export/test/labels/IMG_2499_jpeg_jpg.rf.6cbab3719b9063388b5ab3ab826d7bd3.txt,1570adfddea32b4496decc7d6ef79d49069de86553dd2f6112a0cc40cdca77c1,1f67640347cde5f3,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark,12,train,included
datasets/raw/aquarium/export/test/images/IMG_2526_jpeg_jpg.rf.003e1d1d41bcd204df731b85cea68781.jpg,datasets/raw/aquarium/export/test/labels/IMG_2526_jpeg_jpg.rf.003e1d1d41bcd204df731b85cea68781.txt,b46802f0c1c990dec9071130fa1045a88221dfb7bd2ee2bfe8ff2883e46c9840,f9316383162e2cc3,reviewed-scene-penguin-rock-pool,768,1024,puffin,10,train,included
datasets/raw/aquarium/export/test/images/IMG_2532_jpeg_jpg.rf.2afeb76e5d9372dbbd6fbc53d5b75675.jpg,datasets/raw/aquarium/export/test/labels/IMG_2532_jpeg_jpg.rf.2afeb76e5d9372dbbd6fbc53d5b75675.txt,d983f621259f96b10d3869d7006a6c62f4e6c04ca783ca461a6a47038b0a8efb,349cbd263a3f311c,reviewed-scene-dark-rock-starfish,768,1024,starfish,2,train,included
datasets/raw/aquarium/export/test/images/IMG_2574_jpeg_jpg.rf.ca0c3ad32384309a61e92d9a8bef87b9.jpg,datasets/raw/aquarium/export/test/labels/IMG_2574_jpeg_jpg.rf.ca0c3ad32384309a61e92d9a8bef87b9.txt,41c2b96beca24b23499c62f0b0a47cff1dcd7ccd10e0c14dbb98189044473812,7070781b7378c0c6,reviewed-scene-orange-jellyfish,768,1024,jellyfish,13,train,included
datasets/raw/aquarium/export/test/images/IMG_2582_jpeg_jpg.rf.14f175066ce74b470bf31fa0c7a096cd.jpg,datasets/raw/aquarium/export/test/labels/IMG_2582_jpeg_jpg.rf.14f175066ce74b470bf31fa0c7a096cd.txt,7e9f4a3231b7a953bd3f6eea5df8efd75b9b6d6ba8f7359630c73ae27e84f490,18941b1a5771f0e3,reviewed-scene-large-blue-shark-ray,768,1024,fish;shark;stingray,13,train,included
datasets/raw/aquarium/export/test/images/IMG_2588_jpeg_jpg.rf.cb9cea8f05891cfd55a3e93f2908201f.jpg,datasets/raw/aquarium/export/test/labels/IMG_2588_jpeg_jpg.rf.cb9cea8f05891cfd55a3e93f2908201f.txt,5fe2a13d139d09f1173c4de2bbb4d3e4a7dca56283416736056ffe2e8e6906fe,030a59db73311788,reviewed-scene-large-blue-shark-ray,768,1024,stingray,3,train,included
datasets/raw/aquarium/export/test/images/IMG_3134_jpeg_jpg.rf.50750ca778773042a3c46a1d3e480132.jpg,datasets/raw/aquarium/export/test/labels/IMG_3134_jpeg_jpg.rf.50750ca778773042a3c46a1d3e480132.txt,e6a969ca47124da9293fbd3557259b84cc6b6ed0ad08e8ed859f5e6f27c8cfd8,060e461b030041c0,reviewed-scene-penguin-rock-pool,768,1024,puffin,12,train,included
datasets/raw/aquarium/export/test/images/IMG_3136_jpeg_jpg.rf.0d8fef73d4cc5e1c35ce424444d9e44b.jpg,datasets/raw/aquarium/export/test/labels/IMG_3136_jpeg_jpg.rf.0d8fef73d4cc5e1c35ce424444d9e44b.txt,7cec1a24f3df71b09d9435dae8cd657c29d8c5aae9a3be1ef7deb8e1bdbd87a6,d25131101c858030,reviewed-scene-penguin-rock-pool,768,1024,puffin,9,train,included
datasets/raw/aquarium/export/test/images/IMG_3144_jpeg_jpg.rf.f29a36360174dc83ecef93275ed8f02e.jpg,datasets/raw/aquarium/export/test/labels/IMG_3144_jpeg_jpg.rf.f29a36360174dc83ecef93275ed8f02e.txt,f63f38938211b3de6cf6e652849f10bf1946e24f79c58d702c0e777cb6cb8171,d8d0b3326e7b3b23,reviewed-scene-penguin-rock-pool,768,1024,puffin,2,train,included
datasets/raw/aquarium/export/test/images/IMG_3154_jpeg_jpg.rf.5f429a366c02d38bc9e2217f4508c3e0.jpg,datasets/raw/aquarium/export/test/labels/IMG_3154_jpeg_jpg.rf.5f429a366c02d38bc9e2217f4508c3e0.txt,df1a5d42b84b88f142b3c049d29a155a4784e829395eca28af8295a1320f371f,0523d2860f090741,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/test/images/IMG_3164_jpeg_jpg.rf.06637eee0b72df791aa729807ca45c4d.jpg,datasets/raw/aquarium/export/test/labels/IMG_3164_jpeg_jpg.rf.06637eee0b72df791aa729807ca45c4d.txt,83ddfff9aa1eb996de8d4e8d9c7c45c4e953af6038d6cfacb46b82700811596f,444630bb3b4d7f5f,reviewed-scene-penguin-rock-pool,768,1024,penguin,21,train,included
datasets/raw/aquarium/export/test/images/IMG_3173_jpeg_jpg.rf.6f05acaa0b22d410a5df3ea3286e227d.jpg,datasets/raw/aquarium/export/test/labels/IMG_3173_jpeg_jpg.rf.6f05acaa0b22d410a5df3ea3286e227d.txt,dd2d975694df19f9c7d9da5385dce38b9bdcd601af4887da3e822d920904b857,9b5335b7fdf9f9f1,reviewed-scene-penguin-rock-pool,1024,768,penguin,11,train,included
datasets/raw/aquarium/export/test/images/IMG_3175_jpeg_jpg.rf.686c7d36e049eea974a363e99bf0bee0.jpg,datasets/raw/aquarium/export/test/labels/IMG_3175_jpeg_jpg.rf.686c7d36e049eea974a363e99bf0bee0.txt,e054ea3a24bfdd005966b87123d0efd4b9e76bdef0ed298ad3790da16eaaae49,9b1938b7f3b9fcf8,reviewed-scene-penguin-rock-pool,1024,768,penguin,12,train,included
datasets/raw/aquarium/export/test/images/IMG_8331_jpg.rf.ec024bdf1e9de02b020b5e6505c1c58b.jpg,datasets/raw/aquarium/export/test/labels/IMG_8331_jpg.rf.ec024bdf1e9de02b020b5e6505c1c58b.txt,3bbf6f3dd288dbd4375af811ab19cb0fc0ebb9db4468e4850b9561fa97aa4f97,2848202020a4b411,reviewed-scene-catfish-log,1024,768,fish,2,train,included
datasets/raw/aquarium/export/test/images/IMG_8452_jpg.rf.6bbff701ab93e29553b3a70137fd4e66.jpg,datasets/raw/aquarium/export/test/labels/IMG_8452_jpg.rf.6bbff701ab93e29553b3a70137fd4e66.txt,1f391bf7149005ef127e7e7780e64a9e6f5793ee5e165f574e84f3f46f7581e6,3b72ec1c08000400,source-0020,1024,768,fish,44,train,included
datasets/raw/aquarium/export/test/images/IMG_8513_MOV-0_jpg.rf.2a2f77e3f73630b60aaf6ad3ca4ed130.jpg,datasets/raw/aquarium/export/test/labels/IMG_8513_MOV-0_jpg.rf.2a2f77e3f73630b60aaf6ad3ca4ed130.txt,4c89f8da2b9b12e41f9c044907f0482dafd80f364daaa695365934dc1e6e169e,2def1710307bc1cd,source-0023,576,1024,fish,7,train,included
datasets/raw/aquarium/export/test/images/IMG_8515_jpg.rf.98a9daca7c5a5bad9872bd7fb2d4f198.jpg,datasets/raw/aquarium/export/test/labels/IMG_8515_jpg.rf.98a9daca7c5a5bad9872bd7fb2d4f198.txt,8149422b4d96e8cd9fa5c364587318b7ac37e34557c83bea51d2e84874c598aa,37370f07373b737b,source-0024,1024,768,fish,5,train,included
datasets/raw/aquarium/export/train/images/IMG_2274_jpeg_jpg.rf.2f319e949748145fb22dcb52bb325a0c.jpg,datasets/raw/aquarium/export/train/labels/IMG_2274_jpeg_jpg.rf.2f319e949748145fb22dcb52bb325a0c.txt,2dbd42d793b7747cf475d828cb60b50da7b5599abc5b76b2f60b72c696ee98a2,bb8c6d64345acddd,source-0029,768,1024,fish,34,train,included
datasets/raw/aquarium/export/train/images/IMG_2275_jpeg_jpg.rf.66355520a49ba7fb7082052f7ca6fee0.jpg,datasets/raw/aquarium/export/train/labels/IMG_2275_jpeg_jpg.rf.66355520a49ba7fb7082052f7ca6fee0.txt,d62f1b5b8da0446af46e1e4d5dbb1c46df6e7b13f32705826e9efbc644117596,0242008de3f8a121,source-0029,768,1024,fish,8,train,included
datasets/raw/aquarium/export/train/images/IMG_2276_jpeg_jpg.rf.7411b1902c81bad8cdefd2cc4eb3a97b.jpg,datasets/raw/aquarium/export/train/labels/IMG_2276_jpeg_jpg.rf.7411b1902c81bad8cdefd2cc4eb3a97b.txt,0c9f964d6f9eb11a854fb494c08737d7b34d98d28b1b9b47cdd16494145d4691,92ec59b3b7cbccac,source-0029,768,1024,fish,36,train,included
datasets/raw/aquarium/export/train/images/IMG_2280_jpeg_jpg.rf.5abcce5be523f6507bbaf731dd671226.jpg,datasets/raw/aquarium/export/train/labels/IMG_2280_jpeg_jpg.rf.5abcce5be523f6507bbaf731dd671226.txt,1b4f4a56784acd3d0f3a48e4fef969865281ac0b1fa2ffde7da96e0e554bf74f,053409a9ad64e626,source-0029,768,1024,fish,55,train,included
datasets/raw/aquarium/export/train/images/IMG_2282_jpeg_jpg.rf.510f3bc14c3e0aa378b192199d01cae6.jpg,datasets/raw/aquarium/export/train/labels/IMG_2282_jpeg_jpg.rf.510f3bc14c3e0aa378b192199d01cae6.txt,2b5affe01f198eed242933c28a2d11f10cc221849e3b683d067465e81d65d5b4,7b7bd2f8e3fffef9,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
