regime_name,training_image_path,label_path,sample_type,underlying_real_canvas_path,source_group_id,image_hash,label_hash,class_ids_present,selection_seed,real_split_identity,synthetic_pool_identity
real_only,datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,datasets/raw/aquarium/export/test/labels/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.txt,real,datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,penguin-capture-2282-2354,8d96403fbfbf88202c1745097350b798ae4e237ab15f33ce1a8d496ff4c3c23f,05774d6a82f3fda8c9bf37f7f4cf648ed41308e62b3f7888e591a907005c7209,3,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,datasets/raw/aquarium/export/test/labels/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.txt,real,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,penguin-capture-2282-2354,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,41cf4f3fb40cd5b3612536f3ad9b185adc94b94990b6ace644c5e96d7b347b19,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,datasets/raw/aquarium/export/test/labels/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.txt,real,datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,penguin-capture-2282-2354,0cc76d7120d171b3b7cc9e2f9165d339c95d0ea4ab206d74b11ea316670e7660,5e114de679b104183ce760d465ee667eb9235307ac061221d7ba4f9c57d69b66,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.jpg,datasets/raw/aquarium/export/test/labels/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.txt,real,datasets/raw/aquarium/export/test/images/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.jpg,penguin-capture-2282-2354,d97178104bbf69646295f00c7b475144bd7d361da3d0452bdb9e37d2d0d9ac9e,672838358cffedbe20189bd8bcf6390fe711267cdd3a936b3bb128aed2f04fb1,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,datasets/raw/aquarium/export/test/labels/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.txt,real,datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,penguin-capture-2282-2354,4d98f6ce35bd59717affb701e349b63996367ae57d82d8e49c040f13bc131f76,16b10628b71a99de81464550da59030c09954f1457a2f9a3341cb2ef355561ae,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.jpg,datasets/raw/aquarium/export/test/labels/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.txt,real,datasets/raw/aquarium/export/test/images/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.jpg,reviewed-scene-dark-rock-starfish,36d235de6aadb292f5f563b3339aade175d3e3f3ab1abd4cf180ee21c29b5fc3,046a8ae48a7fd6080887883d76e401a5e3b63be119ab095eb29dd2642eba7c09,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.txt,real,datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,reviewed-scene-dark-rock-starfish,569befdb79ab3e845e7d02c29c9598ed098efe35de0a7d7040255e38b5e1b9b5,8bf33a0077c1d02d73fc557e6cde53ead6597c2fdacaef6bced1bc3e40375a3c,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,datasets/raw/aquarium/export/test/labels/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.txt,real,datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,reviewed-scene-dark-rock-starfish,3e4eade99f3b66159ace6bfc698e26ca668540daba1431041017b5d527f38691,54fc7bffc4142110182406d7705d6ce93d723100e9271f7c22e8209cedfefc48,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,datasets/raw/aquarium/export/test/labels/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.txt,real,datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,reviewed-scene-dark-rock-starfish,f26fc7ffaadb103ad72b9c2f0aea64c2209ae28cdfd3d4c9dc7f8e5356daaac2,4ca3a6955ed0d610db055ba97cb217e2ae5642351e224f8c8e4b9294831c92a3,5,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_only,datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,datasets/raw/aquarium/export/test/labels/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.txt,real,datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,reviewed-scene-tropical-coral,2a408f7058dbd01682727e74fc664b67803bc2f356da3e9dddf394260f2da3b6,df3745bd4fe0c51e2f0f64e3ce0f2ccb469c34da04306e076ef29db3af16821c,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
