regime_name,training_image_path,label_path,sample_type,underlying_real_canvas_path,source_group_id,image_hash,label_hash,class_ids_present,selection_seed,real_split_identity,synthetic_pool_identity
real_75,datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,datasets/raw/aquarium/export/test/labels/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.txt,real,datasets/raw/aquarium/export/test/images/IMG_2289_jpeg_jpg.rf.fe2a7a149e7b11f2313f5a7b30386e85.jpg,penguin-capture-2282-2354,8d96403fbfbf88202c1745097350b798ae4e237ab15f33ce1a8d496ff4c3c23f,05774d6a82f3fda8c9bf37f7f4cf648ed41308e62b3f7888e591a907005c7209,3,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,datasets/raw/aquarium/export/test/labels/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.txt,real,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,penguin-capture-2282-2354,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,41cf4f3fb40cd5b3612536f3ad9b185adc94b94990b6ace644c5e96d7b347b19,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,datasets/raw/aquarium/export/test/labels/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.txt,real,datasets/raw/aquarium/export/test/images/IMG_2319_jpeg_jpg.rf.6e20bf97d17b74a8948aa48776c40454.jpg,penguin-capture-2282-2354,0cc76d7120d171b3b7cc9e2f9165d339c95d0ea4ab206d74b11ea316670e7660,5e114de679b104183ce760d465ee667eb9235307ac061221d7ba4f9c57d69b66,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/processed/aquarium/synthetic/v1/images/synthetic-000075-76b2659be5e6.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000075-76b2659be5e6.txt,synthetic,datasets/raw/aquarium/export/test/images/IMG_2347_jpeg_jpg.rf.7c71ac4b9301eb358cd4a832844dedcb.jpg,penguin-capture-2282-2354,156ac1575bffb4591debc2d6c025a21d56f4f2eef9fddadc1c3ee854036ee087,2e06bf8b15a15116aad586975c57d6175e97ac3c5eeffaca7e66b0b9b0d9b158,1;2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,datasets/raw/aquarium/export/test/labels/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.txt,real,datasets/raw/aquarium/export/test/images/IMG_2354_jpeg_jpg.rf.396e872c7fb0a95e911806986995ee7a.jpg,penguin-capture-2282-2354,4d98f6ce35bd59717affb701e349b63996367ae57d82d8e49c040f13bc131f76,16b10628b71a99de81464550da59030c09954f1457a2f9a3341cb2ef355561ae,2,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/processed/aquarium/synthetic/v1/images/synthetic-000355-8e781a52f249.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000355-8e781a52f249.txt,synthetic,datasets/raw/aquarium/export/test/images/IMG_2371_jpeg_jpg.rf.54505f60b6706da151c164188c305849.jpg,reviewed-scene-dark-rock-starfish,f4ff2cd0b5ac3fd6a9c28b724ae40cb135a2ce20bfe2395c41de7600c8dd8b8e,6a72e4f060c71dbe0166b7a54d7fb6b9c68260b5d7ba3a136f98b515f5dd62ee,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,datasets/raw/aquarium/export/test/labels/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.txt,real,datasets/raw/aquarium/export/test/images/IMG_2379_jpeg_jpg.rf.7dc3160c937072d26d4624c6c48e904d.jpg,reviewed-scene-dark-rock-starfish,569befdb79ab3e845e7d02c29c9598ed098efe35de0a7d7040255e38b5e1b9b5,8bf33a0077c1d02d73fc557e6cde53ead6597c2fdacaef6bced1bc3e40375a3c,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,datasets/raw/aquarium/export/test/labels/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.txt,real,datasets/raw/aquarium/export/test/images/IMG_2380_jpeg_jpg.rf.a23809682eb1466c1136ca0f55de8fb5.jpg,reviewed-scene-dark-rock-starfish,3e4eade99f3b66159ace6bfc698e26ca668540daba1431041017b5d527f38691,54fc7bffc4142110182406d7705d6ce93d723100e9271f7c22e8209cedfefc48,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,datasets/raw/aquarium/export/test/labels/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.txt,real,datasets/raw/aquarium/export/test/images/IMG_2387_jpeg_jpg.rf.09b38bacfab0922a3a6b66480f01b719.jpg,reviewed-scene-dark-rock-starfish,f26fc7ffaadb103ad72b9c2f0aea64c2209ae28cdfd3d4c9dc7f8e5356daaac2,4ca3a6955ed0d610db055ba97cb217e2ae5642351e224f8c8e4b9294831c92a3,5,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
real_75,datasets/processed/aquarium/synthetic/v1/images/synthetic-000305-30f9d6d7dd80.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000305-30f9d6d7dd80.txt,synthetic,datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,reviewed-scene-tropical-coral,f997794ef3fc9db4259d72011193a7f98d80d8707190dc734efd8db10f4d8a87,dfbcc58f564413ab9e6bdafebc20e9936f2dd3a7729f2ea1bd511179a66ce589,0,42,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,3dbd84054e5b2f9d95a3841974cf9c8bd3b987dcd5b84da0be91a06d9b0989ec
